Parent Asin,Title,Manufacturer,Brand,Item Weight,Product Dimensions,Item model number,Is Discontinued By Manufacturer,Manufacturer Part Number,ASIN,Date First Available,Actual Rating,Actual Reviews,Color,Vehicle Service Type,Material,Closure Type,Country of Origin,Model,Special Features,Safety Rating,OEM Part Number,Position,Maximum weight recommendation,Material Type,Number Of Items,Style,Batteries required,Country/Region of origin,Additional product features,Pump type,Lift Type,Package Dimensions,Voltage,Exterior,Care instructions
B0B24RL6QJ,"2Pack Car Window Sunshades Rear Side Window up to 43"", Breathable Mesh Window Cover for Car, Side Window Screen for Car Camping Trip, Fit for Most Cars Truck SUVs",‎TECUUL,‎TECUUL,‎7.4 ounces,"‎22""L x 22""W",‎TE030-2R,,‎TE030-2R,B08ZCG9W6R,"March 16, 2021",966,142,‎Black,"‎Passenger Car, Truck",‎Polyester,‎Adjustable,‎China,,,,,
B07ZPMHYVB,"Munchkin® Brica® Magnetic Stretch to Fit™ Sun Shade, Black, 1 Pack",,‎Munchkin,‎1.92 ounces,"‎34""L x 18""W",‎61420,,,B07ZPMHYVB,,4906,544,‎Black,‎Passenger Car,‎Metal,‎Magnetic,,,,,,,‎2.2 Pounds,‎Metal,‎1,‎1pk Shade,‎No,‎China
B07ZPMHYVB,Munchkin® Brica® Magnetic Stretch to Fit™ Sun Shade and 360 Pivot Baby in-Sight® Wide-Angle Adjustable Car Mirror,,,,,,,,B09JYMQHHM,,11,0,,,,,,,,,,,,‎Metal,,‎1pk Shade + Mirror,,,‎Adjustable,‎Manual
B07ZPMHYVB,Munchkin Brica Magnetic Stretch to Fit Sun Shade and 360 Pivot Nightlight Baby in-Sight Wide-Angle Adjustable Car Mirror,,,,,,,,B09YW31SY4,,2,0,,,,,,,,,,,,‎Metal,,‎1pk Shade + Nightlight Mirror,,,‎Adjustable,‎Manual
B07ZPMHYVB,"Munchkin® Brica® Magnetic Stretch to Fit™ Sun Shade, Black, 2 Pack",,,‎1.01 pounds,‎6.6 x 3.1 x 11 inches,‎61449,,,B093NT15T1,,1083,159,,,,,,,,,,,,,‎2,‎2pk Shade,‎No,‎China,,
B091SLSH6L,"2 Pack Universal Car Window Shade, Cling Sunshade for Car Windows - Sun, Glare and UV Rays Protection for Your Child - Baby Side Window Car Sun Shades, Blocks Over 98% of Harmful UV Rays (Small)",‎Moly Magnolia,‎Moly Magnolia,‎2.08 ounces,‎17 x 14 x 0.2 inches,,,‎Moly Magnolia-zheyang,B096HKFFDG,"June 3, 2021",204,31,,,,,,,,,,,,,,,,,,
B091SLSH6L,"5Pack Set Car Window Shade, Auto Sun Shades for Side and Rear Window, Sun Glare and UV Rays Protection for Child, Sun Shade with Suction Cup Universal for Most Cars",‎Moly Magnolia,‎Moly Magnolia,‎7 ounces,‎17.32 x 14.17 x 0.01 inches,,,‎Moly Magnolia-Car Window Shade5,B0B17VN6FP,"May 10, 2022",74,11,,,,,,,,,,,,,,,,,,,‎manual
B091SLSH6L,"2 Pack Universal Car Window Shade, Cling Sunshade for Car Windows - Sun, Glare and UV Rays Protection for Your Child - Baby Side Window Car Sun Shades, Blocks Over 98% of Harmful UV Rays (Large)",‎Moly Magnolia,‎Moly Magnolia,‎2.82 ounces,‎25 x 15 x 0.12 inches,,,‎Moly Magnolia-zheyang,B091SLSH6L,"April 6, 2021",2997,419,,,,,,,,,,,,,,,,,,,
B091SLSH6L,"Car Rear Window Sunshade with Suction Cup, Sun UV Rays Protection for Car Back Window, Sunlight Shield Blocker Mesh Cover for Rear Facing Seats, Car Accessories for Baby, Pets, Children （39""x19""/Rear）",‎Moly Magnolia,‎Moly Magnolia,‎3.2 ounces,‎39.37 x 19.68 x 0.01 inches,,,‎Moly Magnolia-Car Rear Window Sunshade,B0B1T8QKVT,"May 20, 2022",229,50,,,,,,,,,,,,,,,,,,,
B0BW2CVV5L,Topfit for Model Y Sunshade Roof Window Insulation UV Rays Protection Sun Shade for Tesla Model Y Heat Blocking Shades,‎topfit,‎Topfit,‎2.07 pounds,,‎roof sunshade001,,‎roof sunshade001,B08X6W1KBZ,"February 23, 2021",806,259,,,,,,‎roof sunshade001,,,,,,,,,,,,,,‎19.5 x 16 x 0.6 inches
B0BW2CVV5L,Topfit for Model Y Sunshade Roof Window Insulation UV Rays Protection Sun Shade for Tesla Model Y Heat Blocking Shades (Off-White),‎topfit,‎Topfit,‎2.01 pounds,,‎Topfit-029,,‎Topfit-029,B0BVDPX395,"February 10, 2023",38,14,,,,,,‎roof sunshade001,,,,,,,,,,,,,,‎21.77 x 17.36 x 2.52 inches
B0BW2CVV5L,Topfit for Model Y Sunshade Roof Window Insulation UV Rays Protection Sun Shade for Tesla Model Y Heat Blocking Shades Shading Rate 99% (Off-White Painted Silver),‎topfit,‎Topfit,‎1.98 pounds,,‎Topfit-031,,‎Topfit-031,B0C1BGRKK3,"February 23, 2021",19,10,,,,,,‎Topfit-031,,,,,,,,,,,,,,‎21.61 x 17.01 x 2.24 inches
B0BW2CVV5L,Topfit for Model Y Sunshade Roof Window Insulation UV Rays Protection Sun Shade for Tesla Model Y Heat Blocking Shades Shading Rate 99%,‎topfit,‎Topfit,‎2 pounds,,‎Topfit-031,,‎Topfit-031,B0BW2CVV5L,"February 23, 2021",72,29,,,,,,‎Topfit-031,"‎UV protection, Shading Rate 99%",,,,,,,,,,,,,‎21.75 x 17 x 1 inches
B0BW2CVV5L,Topfit Tesla Model 3 Y Front Windshield Sun Blind Coated with Silver Cloth Insulated Sun Visor for Tesla Model 3 Y Accessories,‎topfit,‎Topfit,‎7.8 ounces,,‎Topfit-032,,‎Topfit-032,B0BW3LRMJW,"February 17, 2023",14,7,,,,,,‎roof sunshade001,,,,,,,,,,,,,,‎13.19 x 12.01 x 1.93 inches
B01M4NRZAG,"EcoNour Back Window Sun Shade for Car (2 Pack) | Total Protection from Sun Heat and UV Window Mesh Screen for Cars | Complete Shades for Car Windows Kids Defend from Harmful Sun Rays (Small 30"" x15”)",‎EcoNour,‎EcoNour,‎6.4 ounces,,‎EcoWindowSox-Small,,‎EcoWindowSox-Small,B08RZ89YR6,"March 14, 2021",166,17,,,,,,,,,,,,,,,,,,,,‎7.8 x 7.64 x 1.93 inches
B01M4NRZAG,"EcoNour Car Window Screens for Camping (Pack of 2) | 100% Protection from Bugs, UV and Car Mosquito Net for Camping | Breathable Mesh Baby Car Window Covers for Privacy Blackout (Medium 34""x18"")",‎EcoNour,‎EcoNour,‎2 ounces,"‎34""L x 18""W",‎EcoWindowSox-Medium,‎No,‎EcoWindowSox-Medium,B01M4NRZAG,"December 5, 2016",3054,382,‎Black,‎Passenger Car,‎Nylon,‎Roll Up,,,,,,,,,,,,,,,,,‎120 Volts
B01M4NRZAG,"EcoNour Baby Car Window Shades for Side Windows (Pack of 2) | Sun Shade for Car Heat and UV Protection | Adjustable Elastic Fabric Baby Car Shade | Rear Side Window Sunshade for Car (Large 38""x21"")",‎EcoNour,‎EcoNour,‎7.4 ounces,"‎38""L x 21""W",‎EcoWindowSox-Large,,‎EcoWindowSox-Large,B08RZ5R3BT,"March 20, 2021",1793,254,‎Black,‎Passenger Car,‎Nylon,‎Roll Up,,,,,,,,,,,,,,,,,
B01M4NRZAG,"EcoNour Car Side Window Sun Shade (Pack of 2) | Stretchable & Breathable Car Window Screens for Complete Sun & Privacy Protection | Fits Most Truck, SUV and Minivan (XL 42"" x 24"")",‎EcoNour,‎EcoNour,‎10.5 ounces,"‎42""L x 24""W",‎EcoRearSox-XL,,‎EcoRearSox-XL,B09MFD4T15,"January 27, 2022",465,101,‎Black,"‎Passenger Car, Truck",‎Nylon,‎Pull On,‎China,,‎Extendable,,,‎Rear,,,,,,,,,,,
B01M4NRZAG,"EcoNour Car Window Screens for Trucks (2 Pack) | Stretchable & Breathable Car Side Window Sun Shades for Complete Sun Protection | Breathable Car Window Shades for Privacy Blackout | (XXL 46""x27"")",‎EcoNour,‎EcoNour,‎11.7 ounces,"‎46""L x 27""W",‎EcoRearSoxXXL,,‎EcoRearSoxXXL,B09X1L6L7Q,"May 11, 2022",124,26,‎Black,‎Car,‎Nylon,‎Elastic,‎China,,"‎Effortless to Install, Stretchable, Easy to Use",,,‎Rear,,,,,,,,,,,,‎Rubber
B07YF5RDXC,"Car Window Shades for Baby (19""x12"" - 2 Pack)",‎Enovoe,‎Enovoe,‎3.84 ounces,"‎19""L x 12""W",‎=,,‎ENOV-00004,B07YF5RDXC,"September 26, 2019",4041,313,‎Black,‎Passenger Car,"‎Mesh, Fabric",‎Snap,,,,,,,,,,,,,,,,,,
B0B2PYX8ZJ,"Car Side Window Sun Shades, Window Sunshades Privacy Curtains, 100% Block Light for Breastfeeding, Taking a nap, Changing Clothes, Camping (Back Seat 2pcs)",‎MZQZM,‎MZQZM,‎2.39 ounces,"‎31.1""L x 18.9""W",‎CL233,,‎CL233,B0B2PZF4V6,"June 1, 2022",104,17,‎Back Seat 2pcs,‎Passenger Car,‎Alloy Steel,"‎Loop, Hook",‎China,,,,,,,,,,,,,,,,,
B0B2PYX8ZJ,"Car Divider Curtain Sun Shade, Removable Car Front Rear Seat Privacy Divider Curtains",‎MZQZM,‎MZQZM,‎5.6 ounces,"‎32.3""L x 27""W",‎CL233,,‎CL233,B09VPX511T,"March 16, 2022",117,21,‎Car Divider Curtain,"‎Passenger Car, Truck",‎Textile,‎Drawstring,,,,,,,,,,,,,,,,,,
B0B2PYX8ZJ,"Car Side Window Sun Shades, Window Sunshades Privacy Curtains, 100% Block Light for Breastfeeding, Taking a nap, Changing Clothes, Camping (Front Seat 2pcs)",‎MZQZM,‎MZQZM,‎2.39 ounces,"‎24.4""L x 18.9""W",‎CL233,,‎CL233,B0B2PXL8GW,"June 1, 2022",67,12,‎Front Seat 2pcs,‎Passenger Car,‎Alloy Steel,"‎Loop, Hook",,,,,,,,,,,,,,,,,,
B0B2PYX8ZJ,"Car Side Window Sun Shades, Window Sunshades Privacy Curtains, 100% Block Light for Breastfeeding, Taking a nap, Changing Clothes, Camping (Front&Back 4pcs)",‎MZQZM,‎MZQZM,‎5.2 ounces,"‎31.1""L x 18.9""W",‎CL233,,‎CL233,B0B2PYX8ZJ,"June 1, 2022",734,120,‎Front&Back 4pcs,‎Passenger Car,‎Alloy Steel,"‎Loop, Hook",‎China,,,,,,,,,,,,,,,,,
B0832GB18C,ZATOOTO Car Side Window Sun Shades - Privacy Magnetic Black 2 Pcs Covers Blinds Curtains - Auto Accessories Sunshades Keeps Cooler Screen for Baby Sleeping,‎magent,‎ZATOOTO,‎8.1 ounces,"‎29.1""L x 18.8""W",‎ZATOOTO,‎No,‎ZATOOTO,B07PZKTVQN,"March 20, 2019",2353,364,‎Back row black 2 PCS,"‎Minivan, Passenger Car, Bus, Van, ATV, SUV, UTV, Truck","‎fabric, Silk satin",‎Magnetic,‎USA,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B0832GB18C,ZATOOTO Car Curtains - Divider Privacy Window Sun Shade - Side Windshield Magnetic Sunshades Covers - Travel Removable Simple,‎ZATOOTO,‎ZATOOTO,‎8.5 ounces,"‎58""L x 31.5""W",‎ZATOOTO,,‎ZATOOTO,B093D9Q46C,"September 21, 2020",204,35,‎Divider black,"‎Minivan, Passenger Car, Golf Cart, Van, SUV","‎fabric, Silk satin","‎Magnetic,Tie",‎USA,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B0832GB18C,ZATOOTO 4 PCS Side Window Sun Shade Black Privacy Sunshade - Magnetic Curtain Blinds Covers - Keeps Cooler Screen for Sleeping Camping Accessories,‎magent,‎ZATOOTO,‎14.1 ounces,"‎29.1""L x 18.8""W",‎ZATOOTO,,‎ZATOOTO,B0832GB18C,"March 22, 2019",360,57,‎Front back 4 pcs,"‎Minivan, Passenger Car, Golf Cart, SUV, Truck","‎fabric, Silk satin",‎Roll Up,‎USA,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B0832GB18C,ZATOOTO Car Side Window Sun Shades - Front Privacy Magneic Black 2 Pcs Automotive Covers - Sunshades Curtain Prevent Glare and UV Rays for Baby,‎magent,‎ZATOOTO,‎6.7 ounces,"‎32.6""L x 18.4""W",‎ZATOOTO,‎No,‎ZATOOTO,B07G85X6HG,"September 5, 2018",441,99,‎Front row black 2 PCS,"‎Passenger Car, Minivan, Bus, Van, ATV, SUV, UTV, Truck","‎Silk, Silk satin",‎Roll Up,‎China,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B0832GB18C,ZATOOTO Car Side Window Sun Shade - 2 Pcs Beige Magnetic Privacy Sunshades - Curtain Keeps Cooler Screen for Baby Sleeping,‎magent,‎ZATOOTO,‎7.8 ounces,"‎29.1""L x 18.8""W",‎ZATOOTO,,‎ZATOOTO,B07RSRP32N,"March 22, 2019",101,26,‎Gold 2 Pcs,"‎Minivan, Passenger Car, Golf Cart, SUV, Truck","‎fabric, Silk satin",‎Magnetic,‎USA,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B0832GB18C,ZATOOTO Car Side Window Sun Shade - 2 Pcs Grey Magnetic Privacy Sunshades - Curtain Keeps Cooler Screen for Baby Sleeping,‎magent,‎ZATOOTO,‎5.5 ounces,"‎29.1""L x 18.8""W",‎ZATOOTO,,‎ZATOOTO,B07RQLFFZJ,"March 22, 2019",131,20,‎silver 2 pcs,"‎Minivan, Passenger Car, Golf Cart, SUV, Truck","‎fabric, Silk satin",‎Magnetic,‎USA,,‎Extendable,,,,,,,,,,,,‎manual,,,"‎Mechanical processing, Manual sewing process"
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Black Mesh",‎Eosida Inc.,‎GgomaART,‎5.3 ounces,"‎27""L x 18.5""W",,,‎EW005,B082XMKDDN,"May 1, 2019",976,115,‎Black Mesh,"‎Minivan, Passenger Car, SUV, Pickup Truck",‎Polyester,‎Magnetic,,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Black Stars",‎Eosida Inc.,‎GgomaART,‎6.4 ounces,"‎27""L x 18.5""W",‎EW001,,‎EW001,B07R95Z6NJ,"May 1, 2019",1546,234,‎Black Star,"‎Minivan, Passenger Car, SUV, Pickup Truck",‎Fabric,‎Magnetic,‎China,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Driver Window Sun Shade - Universal Reversible Magnetic Curtain for Driver and Passenger with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Driver Mesh",‎Eosida Inc.,‎GgomaART,‎2.08 ounces,"‎18""L x 0.07""W",,,‎DW0001,B084D5RSQT,"January 30, 2020",106,32,‎Driver Mesh,"‎Minivan, Passenger Car, SUV, Truck, Pickup Truck",‎Plastic,‎Magnetic,,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Driver Side Window Sun Shade - Universal Magnetic Full Cover Window Curtain for Camping, Privacy, Blackout Sun Protection Block Damage from Direct Sunlight and Heat - 2 Pieces of Mesh",‎ggomaART,‎GgomaART,‎13.1 ounces,"‎19.25""L x 32""W",,,,B0BBXVR3Y1,"August 25, 2022",0,0,‎FRONT WINDOW - 2 PIECES MESH,‎Passenger Car,‎Fabric,‎Tie,,,‎Blackout,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Driver Side Window Sun Shade - Universal Magnetic Full Cover Window Curtain for Camping, Privacy, Blackout Block Damage from Direct Sunlight and Heat - 2 Pieces of Solid Black",‎ggomaART,‎GgomaART,‎9.1 ounces,"‎19.25""L x 32""W",,,,B0BBWRF131,"August 25, 2022",4,2,‎FRONT WINDOW - 2 PIECES OPAQUE BLACK,"‎Passenger Car, Van, Truck",‎Fabric,‎Tie,,,‎Blackout,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Fire Truck",‎Eosida Inc.,‎GgomaART,‎5.7 ounces,"‎27""L x 18.5""W",,,‎EW007,B08DHHVTRT,"July 22, 2020",310,38,‎Fire Truck,"‎Minivan, Passenger Car, SUV, Pickup Truck","‎Polyester, Plastic",‎Magnetic,,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Lion",‎Eosida Inc.,‎GgomaART,‎5.9 ounces,"‎27""L x 18.5""W",,,‎EW002,B07RC9PW29,"May 1, 2019",1004,162,‎Lion,"‎Minivan, Passenger Car, SUV, Pickup Truck",‎Fabric,‎Magnetic,,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Solid Black",‎Eosida Inc.,‎GgomaART,‎6.4 ounces,"‎27""L x 18.5""W",,,‎EW006,B08D28W3HL,"July 15, 2020",973,129,‎Solid Black Cloth,"‎Minivan, Passenger Car, SUV, Pickup Truck",‎Polyester,‎Magnetic,,,,,,,,,,,,,,,,,,
B08D28W3HL,"ggomaART Car Side Window Sun Shade - Universal Reversible Magnetic Curtain for Baby and Kids with Sun Protection Block Damage from Direct Bright Sunlight, and Heat - 1 Piece of Unicorn",‎Eosida Inc.,‎GgomaART,‎5.9 ounces,"‎27""L x 18.5""W",,,‎EW004,B07XRWQPNN,"September 11, 2019",719,109,‎Unicorn,"‎Minivan, Passenger Car, SUV, Pickup Truck",‎Fabric,‎Magnetic,,,,,,,,,,,,,,,,,,
B07HYXZYMN,XL/Car Windows Sun Shades That Fit Most SUV -(Gold Mom's Choice Award® Winner 2023)- Mesh Shade Socks for Baby. Window Screens for Camping. Full Window Covers by Qualizzi™ 2-Pack,‎QUALIZZI,‎Qualizzi,‎7.2 ounces,"‎42""L x 0.01""W",‎5263445000,‎No,‎5263445000,B07HYXZYMN,"February 23, 2017",2282,554,‎Onyx,"‎Truck, All-Terrain Vehicles, Utility Vehicles, auto,, Recreational Vehicle, Corssover, MiniVans, Campers, Car, Sedan, 4x4, Semi-Truck, Crossback, Van,, SUV, Jeep, Crossroad, Car, Sedan, Pick-up,, Coche, carro, vehiculo, jeep, wrangler,","‎Nylon, Spandex, Lycra mesh, malla de lycra,","‎Elastic Rubber Band, Stretch-to-Fit, Storage bag with zipper",‎China,‎ParentQSunshades,"‎UVA Protection, proteccion ultravioleta, window sun shades for car baby,, Heat protection, proteccion al calor, suv window screen, slip-on, sunshade,, Bugs Protection, proteccion de bichos, suv window screens for camping,, Sunscreen protection, proteccion solar, car shades for side windows baby,, Privacy Protection, proteccion privacidad, suv window screens, sunshades,",,,,,,,,,,,,,,,
